batch,instance,algo,vertices,layer,fan,disRate,percNeg,cpMult,g_vertices,g_edges,g_diameter,g_max in degree,g_min in degree,g_mean in degree,g_max out degree,g_min out degree,g_mean out degree,g_disRate,g_perc Negative,g_deadline,g_last task Early Finish,effort,NPV,time
Random,dg0125_46_78.tpf,RS,46,41,CACULATED_DEGREE,5.0,29.0,E1,46,79,20,4,1,1.697674418604651,5,1,1.7674418604651163,0.05,28.26086956521739,1000,159,485,24.145006894344323,0.0
Random,dg0126_20_28.tpf,SAA,20,9,CACULATED_DEGREE,16.0,83.0,E2,20,29,12,6,1,1.4705882352941178,5,1,1.4705882352941178,0.16,70.0,2000,65,377,-3.004902877932549e-125,0.0
Random,dg0126_20_28.tpf,HS,20,9,CACULATED_DEGREE,16.0,83.0,E2,20,29,12,6,1,1.4705882352941178,5,1,1.4705882352941178,0.16,70.0,2000,65,233,-3.004902877932549e-125,0.0
Random,dg0126_20_28.tpf,RS,20,9,CACULATED_DEGREE,16.0,83.0,E2,20,29,12,6,1,1.4705882352941178,5,1,1.4705882352941178,0.16,70.0,2000,59,1573,-3.004902877932549e-125,0.015586376190185547
Random,dg0127_76_160.tpf,SAA,76,35,CACULATED_DEGREE,10.0,58.0,E1,76,161,16,7,1,2.095890410958904,6,1,2.164383561643836,0.1,55.26315789473685,1000,107,6088,-5.821714071519514e-37,0.031276702880859375
Random,dg0127_76_160.tpf,HS,76,35,CACULATED_DEGREE,10.0,58.0,E1,76,161,16,7,1,2.095890410958904,6,1,2.164383561643836,0.1,55.26315789473685,1000,107,2924,-5.821714071519514e-37,0.0
Random,dg0127_76_160.tpf,RS,76,35,CACULATED_DEGREE,10.0,58.0,E1,76,161,16,7,1,2.095890410958904,6,1,2.164383561643836,0.1,55.26315789473685,1000,107,67108,-5.838187346952341e-37,0.3225686550140381
Random,dg0128_50_99.tpf,SAA,50,8,CACULATED_DEGREE,6.0,91.0,E1,50,100,10,6,1,1.6170212765957446,5,1,1.9574468085106382,0.06,86.0,1000,57,2637,-6.610886432333986e-23,0.0
Random,dg0128_50_99.tpf,HS,50,8,CACULATED_DEGREE,6.0,91.0,E1,50,100,10,6,1,1.6170212765957446,5,1,1.9574468085106382,0.06,86.0,1000,57,1998,-6.610886432333986e-23,0.015586376190185547
Random,dg0128_50_99.tpf,RS,50,8,CACULATED_DEGREE,6.0,91.0,E1,50,100,10,6,1,1.6170212765957446,5,1,1.9574468085106382,0.06,86.0,1000,50,22627,-6.610886432333986e-23,0.11588549613952637
Random,dg0129_22_29.tpf,SAA,22,19,CACULATED_DEGREE,16.0,48.0,E1,22,30,14,3,1,1.368421052631579,3,1,1.4210526315789473,0.16,45.45454545454545,1000,116,456,-6.315106902195134e-58,0.0
Random,dg0129_22_29.tpf,HS,22,19,CACULATED_DEGREE,16.0,48.0,E1,22,30,14,3,1,1.368421052631579,3,1,1.4210526315789473,0.16,45.45454545454545,1000,116,245,-6.315106902195134e-58,0.0
Random,dg0129_22_29.tpf,RS,22,19,CACULATED_DEGREE,16.0,48.0,E1,22,30,14,3,1,1.368421052631579,3,1,1.4210526315789473,0.16,45.45454545454545,1000,116,2116,-6.315106902195134e-58,0.0065081119537353516
Random,dg0130_80_179.tpf,SAA,80,49,CACULATED_DEGREE,16.0,11.0,E1,80,180,19,16,1,2.2337662337662336,9,1,2.272727272727273,0.16,10.0,1000,138,7359,9.45505312242929,0.015655517578125
Random,dg0130_80_179.tpf,HS,80,49,CACULATED_DEGREE,16.0,11.0,E1,80,180,19,16,1,2.2337662337662336,9,1,2.272727272727273,0.16,10.0,1000,138,724,9.45505312242929,0.0
